Number,Pathogen_Target,Latrine_ID,City,Depth,Depth_pathogen_presence,Top_from_same_latrine,Bottom_from_same_latrine,Middle_from_same_latrine,Top_Bot_combined_detections,Top_Mid_combined_detections,Bot_Mid_combined_detections,All_3_depths_detected,Only_2_depths_detected,Only_1_depth_detected,None_no_depths_detected,HH_population,shared_latrine,pit_type,ever_emptied,water_source,toilet_paper,latrine_age_years
5,CRPA_1,12,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
6,EIES_1,12,Mzuzu,Middle,1,0,1,1,1,1,2,0,1,0,0,7,1,slab,yes,house,paper,20
7,ENHI_1,12,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
8,GIAR_1,12,Mzuzu,Middle,1,0,1,1,1,1,2,0,1,0,0,7,1,slab,yes,house,paper,20
9,ROTA_1,12,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
10,SALS_1,12,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,paper,20
11,TRTR_1,12,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
13,YERS_1,12,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
14,CDIF,12,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
15,EAEC,12,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,paper,20
16,EPEC,12,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
17,ETEC,12,Mzuzu,Middle,1,0,1,1,1,1,2,0,1,0,0,7,1,slab,yes,house,paper,20
18,STEC,12,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
19,NORO,12,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,paper,20
20,SAPV,12,Mzuzu,Middle,0,0,1,0,1,0,1,0,0,1,0,7,1,slab,yes,house,paper,20
21,CAMP,12,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
2,AD4X_1,12,Mzuzu,Bottom,1,0,1,0,1,0,1,0,0,1,0,7,1,slab,yes,house,paper,20
3,ASLU_1,12,Mzuzu,Bottom,1,0,1,1,1,1,2,0,1,0,0,7,1,slab,yes,house,paper,20
4,ASTR_1,12,Mzuzu,Bottom,0,1,0,1,1,2,1,0,1,0,0,7,1,slab,yes,house,paper,20
5,CRPA_1,12,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
6,EIES_1,12,Mzuzu,Bottom,1,0,1,1,1,1,2,0,1,0,0,7,1,slab,yes,house,paper,20
7,ENHI_1,12,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
8,GIAR_1,12,Mzuzu,Bottom,1,0,1,1,1,1,2,0,1,0,0,7,1,slab,yes,house,paper,20
9,ROTA_1,12,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
10,SALS_1,12,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,paper,20
11,TRTR_1,12,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
13,YERS_1,12,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
14,CDIF,12,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
15,EAEC,12,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,paper,20
16,EPEC,12,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
17,ETEC,12,Mzuzu,Bottom,1,0,1,1,1,1,2,0,1,0,0,7,1,slab,yes,house,paper,20
18,STEC,12,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
19,NORO,12,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,paper,20
20,SAPV,12,Mzuzu,Bottom,1,0,1,0,1,0,1,0,0,1,0,7,1,slab,yes,house,paper,20
21,CAMP,12,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
12,VTOX_1,13,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
12,VTOX_1,13,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
12,VTOX_1,13,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
2,AD4X_1,13,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
3,ASLU_1,13,Mzuzu,Top,0,0,0,1,0,1,1,0,0,1,0,5,0,slab,yes,compound,paper,11
4,ASTR_1,13,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,yes,compound,paper,11
5,CRPA_1,13,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
6,EIES_1,13,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,yes,compound,paper,11
7,ENHI_1,13,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
8,GIAR_1,13,Mzuzu,Top,1,1,0,1,1,2,1,0,1,0,0,5,0,slab,yes,compound,paper,11
9,ROTA_1,13,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
10,SALS_1,13,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
11,TRTR_1,13,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
13,YERS_1,13,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
14,CDIF,13,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
15,EAEC,13,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,yes,compound,paper,11
16,EPEC,13,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,5,0,slab,yes,compound,paper,11
17,ETEC,13,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,yes,compound,paper,11
18,STEC,13,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
19,NORO,13,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,yes,compound,paper,11
20,SAPV,13,Mzuzu,Top,0,0,0,1,0,1,1,0,0,1,0,5,0,slab,yes,compound,paper,11
21,CAMP,13,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,yes,compound,paper,11
2,AD4X_1,13,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
3,ASLU_1,13,Mzuzu,Middle,1,0,0,1,0,1,1,0,0,1,0,5,0,slab,yes,compound,paper,11
4,ASTR_1,13,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,yes,compound,paper,11
5,CRPA_1,13,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
6,EIES_1,13,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,yes,compound,paper,11
7,ENHI_1,13,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
8,GIAR_1,13,Mzuzu,Middle,1,1,0,1,1,2,1,0,1,0,0,5,0,slab,yes,compound,paper,11
9,ROTA_1,13,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
10,SALS_1,13,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
11,TRTR_1,13,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
13,YERS_1,13,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
14,CDIF,13,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
15,EAEC,13,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,yes,compound,paper,11
16,EPEC,13,Mzuzu,Middle,1,0,1,1,1,1,2,0,1,0,0,5,0,slab,yes,compound,paper,11
17,ETEC,13,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,yes,compound,paper,11
18,STEC,13,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
19,NORO,13,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,yes,compound,paper,11
20,SAPV,13,Mzuzu,Middle,1,0,0,1,0,1,1,0,0,1,0,5,0,slab,yes,compound,paper,11
21,CAMP,13,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,yes,compound,paper,11
2,AD4X_1,13,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
3,ASLU_1,13,Mzuzu,Bottom,0,0,0,1,0,1,1,0,0,1,0,5,0,slab,yes,compound,paper,11
4,ASTR_1,13,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,yes,compound,paper,11
5,CRPA_1,13,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
6,EIES_1,13,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,yes,compound,paper,11
7,ENHI_1,13,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
8,GIAR_1,13,Mzuzu,Bottom,0,1,0,1,1,2,1,0,1,0,0,5,0,slab,yes,compound,paper,11
9,ROTA_1,13,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
10,SALS_1,13,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
11,TRTR_1,13,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
13,YERS_1,13,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
14,CDIF,13,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
15,EAEC,13,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,yes,compound,paper,11
16,EPEC,13,Mzuzu,Bottom,1,0,1,1,1,1,2,0,1,0,0,5,0,slab,yes,compound,paper,11
17,ETEC,13,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,yes,compound,paper,11
18,STEC,13,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,yes,compound,paper,11
19,NORO,13,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,yes,compound,paper,11
20,SAPV,13,Mzuzu,Bottom,0,0,0,1,0,1,1,0,0,1,0,5,0,slab,yes,compound,paper,11
21,CAMP,13,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,yes,compound,paper,11
12,VTOX_1,14,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
12,VTOX_1,14,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
12,VTOX_1,14,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
2,AD4X_1,14,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
3,ASLU_1,14,Mzuzu,Top,1,1,0,1,1,2,1,0,1,0,0,15,0,noslab,no,compound,paper,3
4,ASTR_1,14,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
5,CRPA_1,14,Mzuzu,Top,1,1,0,0,1,1,0,0,0,1,0,15,0,noslab,no,compound,paper,3
6,EIES_1,14,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
7,ENHI_1,14,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
8,GIAR_1,14,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
9,ROTA_1,14,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
10,SALS_1,14,Mzuzu,Top,0,0,0,1,0,1,1,0,0,1,0,15,0,noslab,no,compound,paper,3
11,TRTR_1,14,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
13,YERS_1,14,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
14,CDIF,14,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
15,EAEC,14,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
16,EPEC,14,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
17,ETEC,14,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
18,STEC,14,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
19,NORO,14,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
20,SAPV,14,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
21,CAMP,14,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
2,AD4X_1,14,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
3,ASLU_1,14,Mzuzu,Middle,1,1,0,1,1,2,1,0,1,0,0,15,0,noslab,no,compound,paper,3
4,ASTR_1,14,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
5,CRPA_1,14,Mzuzu,Middle,0,1,0,0,1,1,0,0,0,1,0,15,0,noslab,no,compound,paper,3
6,EIES_1,14,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
7,ENHI_1,14,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
8,GIAR_1,14,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
9,ROTA_1,14,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
10,SALS_1,14,Mzuzu,Middle,1,0,0,1,0,1,1,0,0,1,0,15,0,noslab,no,compound,paper,3
11,TRTR_1,14,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
13,YERS_1,14,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
14,CDIF,14,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
15,EAEC,14,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
16,EPEC,14,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
17,ETEC,14,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
18,STEC,14,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
19,NORO,14,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
20,SAPV,14,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
21,CAMP,14,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
2,AD4X_1,14,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
3,ASLU_1,14,Mzuzu,Bottom,0,1,0,1,1,2,1,0,1,0,0,15,0,noslab,no,compound,paper,3
4,ASTR_1,14,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
5,CRPA_1,14,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,15,0,noslab,no,compound,paper,3
6,EIES_1,14,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
7,ENHI_1,14,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
8,GIAR_1,14,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
9,ROTA_1,14,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
10,SALS_1,14,Mzuzu,Bottom,0,0,0,1,0,1,1,0,0,1,0,15,0,noslab,no,compound,paper,3
11,TRTR_1,14,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
13,YERS_1,14,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
14,CDIF,14,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
15,EAEC,14,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
16,EPEC,14,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
17,ETEC,14,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
18,STEC,14,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
19,NORO,14,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
20,SAPV,14,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,15,0,noslab,no,compound,paper,3
21,CAMP,14,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,15,0,noslab,no,compound,paper,3
12,VTOX_1,15,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
12,VTOX_1,15,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
12,VTOX_1,15,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
2,AD4X_1,15,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,6,0,slab,no,house,Water,3
3,ASLU_1,15,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
4,ASTR_1,15,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,6,0,slab,no,house,Water,3
5,CRPA_1,15,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
6,EIES_1,15,Mzuzu,Top,0,0,1,0,1,0,1,0,0,1,0,6,0,slab,no,house,Water,3
7,ENHI_1,15,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
8,GIAR_1,15,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,6,0,slab,no,house,Water,3
9,ROTA_1,15,Mzuzu,Top,1,1,0,0,1,1,0,0,0,1,0,6,0,slab,no,house,Water,3
10,SALS_1,15,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
11,TRTR_1,15,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
13,YERS_1,15,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
14,CDIF,15,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
15,EAEC,15,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,6,0,slab,no,house,Water,3
16,EPEC,15,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
17,ETEC,15,Mzuzu,Top,1,1,0,1,1,2,1,0,1,0,0,6,0,slab,no,house,Water,3
18,STEC,15,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
19,NORO,15,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,6,0,slab,no,house,Water,3
20,SAPV,15,Mzuzu,Top,1,1,1,0,2,1,1,0,1,0,0,6,0,slab,no,house,Water,3
21,CAMP,15,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
2,AD4X_1,15,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,6,0,slab,no,house,Water,3
3,ASLU_1,15,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
4,ASTR_1,15,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,6,0,slab,no,house,Water,3
5,CRPA_1,15,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
6,EIES_1,15,Mzuzu,Middle,0,0,1,0,1,0,1,0,0,1,0,6,0,slab,no,house,Water,3
7,ENHI_1,15,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
8,GIAR_1,15,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,6,0,slab,no,house,Water,3
9,ROTA_1,15,Mzuzu,Middle,0,1,0,0,1,1,0,0,0,1,0,6,0,slab,no,house,Water,3
10,SALS_1,15,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
11,TRTR_1,15,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
13,YERS_1,15,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
14,CDIF,15,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
15,EAEC,15,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,6,0,slab,no,house,Water,3
16,EPEC,15,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
17,ETEC,15,Mzuzu,Middle,1,1,0,1,1,2,1,0,1,0,0,6,0,slab,no,house,Water,3
18,STEC,15,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
19,NORO,15,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,6,0,slab,no,house,Water,3
20,SAPV,15,Mzuzu,Middle,0,1,1,0,2,1,1,0,1,0,0,6,0,slab,no,house,Water,3
21,CAMP,15,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
2,AD4X_1,15,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,6,0,slab,no,house,Water,3
3,ASLU_1,15,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
4,ASTR_1,15,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,6,0,slab,no,house,Water,3
5,CRPA_1,15,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
6,EIES_1,15,Mzuzu,Bottom,1,0,1,0,1,0,1,0,0,1,0,6,0,slab,no,house,Water,3
7,ENHI_1,15,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
8,GIAR_1,15,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,6,0,slab,no,house,Water,3
9,ROTA_1,15,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,6,0,slab,no,house,Water,3
10,SALS_1,15,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
11,TRTR_1,15,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
13,YERS_1,15,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
14,CDIF,15,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
15,EAEC,15,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,6,0,slab,no,house,Water,3
16,EPEC,15,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
17,ETEC,15,Mzuzu,Bottom,0,1,0,1,1,2,1,0,1,0,0,6,0,slab,no,house,Water,3
18,STEC,15,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
19,NORO,15,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,6,0,slab,no,house,Water,3
20,SAPV,15,Mzuzu,Bottom,1,1,1,0,2,1,1,0,1,0,0,6,0,slab,no,house,Water,3
21,CAMP,15,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,Water,3
12,VTOX_1,16,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
12,VTOX_1,16,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
12,VTOX_1,16,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
2,AD4X_1,16,Mzuzu,Top,1,1,0,0,1,1,0,0,0,1,0,9,1,slab,yes,compound,paper,7
3,ASLU_1,16,Mzuzu,Top,1,1,1,0,2,1,1,0,1,0,0,9,1,slab,yes,compound,paper,7
4,ASTR_1,16,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,9,1,slab,yes,compound,paper,7
5,CRPA_1,16,Mzuzu,Top,0,0,1,0,1,0,1,0,0,1,0,9,1,slab,yes,compound,paper,7
6,EIES_1,16,Mzuzu,Top,0,0,0,1,0,1,1,0,0,1,0,9,1,slab,yes,compound,paper,7
7,ENHI_1,16,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
8,GIAR_1,16,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,9,1,slab,yes,compound,paper,7
9,ROTA_1,16,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
10,SALS_1,16,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
11,TRTR_1,16,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,9,1,slab,yes,compound,paper,7
