Number,Pathogen_Target,Latrine_ID,City,Depth,Depth_pathogen_presence,Top_from_same_latrine,Bottom_from_same_latrine,Middle_from_same_latrine,Top_Bot_combined_detections,Top_Mid_combined_detections,Bot_Mid_combined_detections,All_3_depths_detected,Only_2_depths_detected,Only_1_depth_detected,None_no_depths_detected,HH_population,shared_latrine,pit_type,ever_emptied,water_source,toilet_paper,latrine_age_years
12,VTOX_1,19,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,15,1,slab,no,compound,paper,1
2,AD4X_1,20,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,no,public,paper,0
3,ASLU_1,20,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
4,ASTR_1,20,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,no,public,paper,0
5,CRPA_1,20,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
6,EIES_1,20,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,no,public,paper,0
7,ENHI_1,20,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
8,GIAR_1,20,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,no,public,paper,0
9,ROTA_1,20,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
10,SALS_1,20,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
11,TRTR_1,20,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
13,YERS_1,20,Mzuzu,Top,1,1,0,0,1,1,0,0,0,1,0,5,0,slab,no,public,paper,0
14,CDIF,20,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
15,EAEC,20,Mzuzu,Top,1,1,0,1,1,2,1,0,1,0,0,5,0,slab,no,public,paper,0
16,EPEC,20,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
17,ETEC,20,Mzuzu,Top,1,1,0,1,1,2,1,0,1,0,0,5,0,slab,no,public,paper,0
18,STEC,20,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
19,NORO,20,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,no,public,paper,0
20,SAPV,20,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
21,CAMP,20,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
2,AD4X_1,20,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,no,public,paper,0
3,ASLU_1,20,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
4,ASTR_1,20,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,no,public,paper,0
5,CRPA_1,20,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
6,EIES_1,20,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,no,public,paper,0
7,ENHI_1,20,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
8,GIAR_1,20,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,no,public,paper,0
9,ROTA_1,20,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
10,SALS_1,20,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
11,TRTR_1,20,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
13,YERS_1,20,Mzuzu,Middle,0,1,0,0,1,1,0,0,0,1,0,5,0,slab,no,public,paper,0
14,CDIF,20,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
15,EAEC,20,Mzuzu,Middle,1,1,0,1,1,2,1,0,1,0,0,5,0,slab,no,public,paper,0
16,EPEC,20,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
17,ETEC,20,Mzuzu,Middle,1,1,0,1,1,2,1,0,1,0,0,5,0,slab,no,public,paper,0
18,STEC,20,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
19,NORO,20,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,no,public,paper,0
20,SAPV,20,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
21,CAMP,20,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
2,AD4X_1,20,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,no,public,paper,0
3,ASLU_1,20,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
4,ASTR_1,20,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,no,public,paper,0
5,CRPA_1,20,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
6,EIES_1,20,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,no,public,paper,0
7,ENHI_1,20,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
8,GIAR_1,20,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,no,public,paper,0
9,ROTA_1,20,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
10,SALS_1,20,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
11,TRTR_1,20,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
13,YERS_1,20,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,5,0,slab,no,public,paper,0
14,CDIF,20,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
15,EAEC,20,Mzuzu,Bottom,0,1,0,1,1,2,1,0,1,0,0,5,0,slab,no,public,paper,0
16,EPEC,20,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
17,ETEC,20,Mzuzu,Bottom,0,1,0,1,1,2,1,0,1,0,0,5,0,slab,no,public,paper,0
18,STEC,20,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
19,NORO,20,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,5,0,slab,no,public,paper,0
20,SAPV,20,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
21,CAMP,20,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
12,VTOX_1,20,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
12,VTOX_1,20,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
12,VTOX_1,20,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,0,slab,no,public,paper,0
2,AD4X_1,21,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,5,1,slab,no,public,paper,1
3,ASLU_1,21,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
4,ASTR_1,21,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
5,CRPA_1,21,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
6,EIES_1,21,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
7,ENHI_1,21,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
8,GIAR_1,21,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
9,ROTA_1,21,Mzuzu,Top,0,0,0,1,0,1,1,0,0,1,0,5,1,slab,no,public,paper,1
10,SALS_1,21,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
11,TRTR_1,21,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
13,YERS_1,21,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
14,CDIF,21,Mzuzu,Top,0,0,1,0,1,0,1,0,0,1,0,5,1,slab,no,public,paper,1
15,EAEC,21,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
16,EPEC,21,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
17,ETEC,21,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
18,STEC,21,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
19,NORO,21,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
20,SAPV,21,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
21,CAMP,21,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
2,AD4X_1,21,Mzuzu,Middle,1,0,1,1,1,1,2,0,1,0,0,5,1,slab,no,public,paper,1
3,ASLU_1,21,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
4,ASTR_1,21,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
5,CRPA_1,21,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
6,EIES_1,21,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
7,ENHI_1,21,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
8,GIAR_1,21,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
9,ROTA_1,21,Mzuzu,Middle,1,0,0,1,0,1,1,0,0,1,0,5,1,slab,no,public,paper,1
10,SALS_1,21,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
11,TRTR_1,21,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
13,YERS_1,21,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
14,CDIF,21,Mzuzu,Middle,0,0,1,0,1,0,1,0,0,1,0,5,1,slab,no,public,paper,1
15,EAEC,21,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
16,EPEC,21,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
17,ETEC,21,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
18,STEC,21,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
19,NORO,21,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
20,SAPV,21,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
21,CAMP,21,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
2,AD4X_1,21,Mzuzu,Bottom,1,0,1,1,1,1,2,0,1,0,0,5,1,slab,no,public,paper,1
3,ASLU_1,21,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
4,ASTR_1,21,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
5,CRPA_1,21,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
6,EIES_1,21,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
7,ENHI_1,21,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
8,GIAR_1,21,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
9,ROTA_1,21,Mzuzu,Bottom,0,0,0,1,0,1,1,0,0,1,0,5,1,slab,no,public,paper,1
10,SALS_1,21,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
11,TRTR_1,21,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
13,YERS_1,21,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
14,CDIF,21,Mzuzu,Bottom,1,0,1,0,1,0,1,0,0,1,0,5,1,slab,no,public,paper,1
15,EAEC,21,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
16,EPEC,21,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
17,ETEC,21,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
18,STEC,21,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
19,NORO,21,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
20,SAPV,21,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,5,1,slab,no,public,paper,1
21,CAMP,21,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
12,VTOX_1,21,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
12,VTOX_1,21,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
12,VTOX_1,21,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,5,1,slab,no,public,paper,1
2,AD4X_1,22,Mzuzu,Top,1,1,0,0,1,1,0,0,0,1,0,9,1,noslab,no,compound,paper,2
3,ASLU_1,22,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
4,ASTR_1,22,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
5,CRPA_1,22,Mzuzu,Top,0,0,1,0,1,0,1,0,0,1,0,9,1,noslab,no,compound,paper,2
6,EIES_1,22,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
7,ENHI_1,22,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
8,GIAR_1,22,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
9,ROTA_1,22,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
10,SALS_1,22,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
11,TRTR_1,22,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
13,YERS_1,22,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
14,CDIF,22,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
15,EAEC,22,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
16,EPEC,22,Mzuzu,Top,0,0,0,1,0,1,1,0,0,1,0,9,1,noslab,no,compound,paper,2
17,ETEC,22,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
18,STEC,22,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
19,NORO,22,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
20,SAPV,22,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
21,CAMP,22,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
2,AD4X_1,22,Mzuzu,Middle,0,1,0,0,1,1,0,0,0,1,0,9,1,noslab,no,compound,paper,2
3,ASLU_1,22,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
4,ASTR_1,22,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
5,CRPA_1,22,Mzuzu,Middle,0,0,1,0,1,0,1,0,0,1,0,9,1,noslab,no,compound,paper,2
6,EIES_1,22,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
7,ENHI_1,22,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
8,GIAR_1,22,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
9,ROTA_1,22,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
10,SALS_1,22,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
11,TRTR_1,22,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
13,YERS_1,22,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
14,CDIF,22,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
15,EAEC,22,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
16,EPEC,22,Mzuzu,Middle,1,0,0,1,0,1,1,0,0,1,0,9,1,noslab,no,compound,paper,2
17,ETEC,22,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
18,STEC,22,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
19,NORO,22,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
20,SAPV,22,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
21,CAMP,22,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
2,AD4X_1,22,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,9,1,noslab,no,compound,paper,2
3,ASLU_1,22,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
4,ASTR_1,22,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
5,CRPA_1,22,Mzuzu,Bottom,1,0,1,0,1,0,1,0,0,1,0,9,1,noslab,no,compound,paper,2
6,EIES_1,22,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
7,ENHI_1,22,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
8,GIAR_1,22,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
9,ROTA_1,22,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
10,SALS_1,22,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
11,TRTR_1,22,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
13,YERS_1,22,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
14,CDIF,22,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
15,EAEC,22,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
16,EPEC,22,Mzuzu,Bottom,0,0,0,1,0,1,1,0,0,1,0,9,1,noslab,no,compound,paper,2
17,ETEC,22,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
18,STEC,22,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
19,NORO,22,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
20,SAPV,22,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
21,CAMP,22,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,9,1,noslab,no,compound,paper,2
12,VTOX_1,22,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
12,VTOX_1,22,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
12,VTOX_1,22,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,9,1,noslab,no,compound,paper,2
12,VTOX_1,23,Blantyre,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
12,VTOX_1,23,Blantyre,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
12,VTOX_1,23,Blantyre,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
2,AD4X_1,23,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,no,compound,paper,1
3,ASLU_1,23,Mzuzu,Top,0,0,0,1,0,1,1,0,0,1,0,7,1,slab,no,compound,paper,1
4,ASTR_1,23,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,no,compound,paper,1
5,CRPA_1,23,Mzuzu,Top,0,0,1,0,1,0,1,0,0,1,0,7,1,slab,no,compound,paper,1
6,EIES_1,23,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,no,compound,paper,1
7,ENHI_1,23,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
8,GIAR_1,23,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,no,compound,paper,1
9,ROTA_1,23,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
10,SALS_1,23,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
11,TRTR_1,23,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
13,YERS_1,23,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
14,CDIF,23,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
15,EAEC,23,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,no,compound,paper,1
16,EPEC,23,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
17,ETEC,23,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
18,STEC,23,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
19,NORO,23,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,no,compound,paper,1
20,SAPV,23,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,7,1,slab,no,compound,paper,1
21,CAMP,23,Mzuzu,Top,1,1,0,0,1,1,0,0,0,1,0,7,1,slab,no,compound,paper,1
2,AD4X_1,23,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,no,compound,paper,1
3,ASLU_1,23,Mzuzu,Middle,1,0,0,1,0,1,1,0,0,1,0,7,1,slab,no,compound,paper,1
4,ASTR_1,23,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,no,compound,paper,1
5,CRPA_1,23,Mzuzu,Middle,0,0,1,0,1,0,1,0,0,1,0,7,1,slab,no,compound,paper,1
6,EIES_1,23,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,no,compound,paper,1
7,ENHI_1,23,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
8,GIAR_1,23,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,no,compound,paper,1
9,ROTA_1,23,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
10,SALS_1,23,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
11,TRTR_1,23,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
13,YERS_1,23,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
14,CDIF,23,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
15,EAEC,23,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,no,compound,paper,1
16,EPEC,23,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
17,ETEC,23,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
18,STEC,23,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
19,NORO,23,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,no,compound,paper,1
20,SAPV,23,Mzuzu,Middle,1,0,1,1,1,1,2,0,1,0,0,7,1,slab,no,compound,paper,1
21,CAMP,23,Mzuzu,Middle,0,1,0,0,1,1,0,0,0,1,0,7,1,slab,no,compound,paper,1
2,AD4X_1,23,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,no,compound,paper,1
3,ASLU_1,23,Mzuzu,Bottom,0,0,0,1,0,1,1,0,0,1,0,7,1,slab,no,compound,paper,1
4,ASTR_1,23,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,no,compound,paper,1
5,CRPA_1,23,Mzuzu,Bottom,1,0,1,0,1,0,1,0,0,1,0,7,1,slab,no,compound,paper,1
6,EIES_1,23,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,no,compound,paper,1
7,ENHI_1,23,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
8,GIAR_1,23,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,no,compound,paper,1
9,ROTA_1,23,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
10,SALS_1,23,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,no,compound,paper,1
